iter	Passed	Remaining
660	18610	65854
661	18639	65830
662	18669	65806
663	18701	65793
664	18726	65752
665	18757	65734
666	18790	65724
667	18824	65716
668	18841	65647
669	18874	65638
670	18892	65573
671	18927	65571
672	18947	65514
673	18998	65565
674	19031	65552
675	19053	65504
676	19082	65476
677	19105	65432
678	19129	65391
679	19154	65350
680	19184	65330
681	19212	65299
682	19237	65260
683	19254	65195
684	19285	65176
685	19320	65171
686	19350	65147
687	19380	65126
688	19410	65105
689	19444	65096
690	19476	65080
691	19501	65041
692	19555	65098
693	19580	65062
694	19610	65040
695	19639	65013
696	19666	64979
697	19695	64956
698	19721	64920
699	19748	64888
700	19777	64861
701	19803	64826
702	19832	64800
703	19865	64789
704	19895	64767
705	19929	64757
706	19959	64734
707	20021	64816
708	20071	64857
709	20104	64844
710	20137	64831
711	20168	64811
712	20200	64795
713	20233	64779
714	20264	64760
715	20295	64741
716	20321	64707
717	20354	64693
718	20389	64683
719	20416	64651
720	20451	64646
721	20491	64653
722	20530	64657
723	20542	64578
724	20568	64543
725	20590	64493
726	20619	64468
727	20650	64449
728	20680	64424
729	20701	64372
730	20730	64347
731	20762	64330
732	20793	64309
733	20829	64304
734	20861	64288
735	20891	64264
736	20924	64248
737	20957	64235
738	20989	64218
739	21021	64201
740	21085	64280
741	21116	64260
742	21135	64204
743	21167	64184
744	21202	64176
745	21228	64142
746	21264	64136
747	21297	64120
748	21331	64107
749	21364	64094
750	21393	64065
751	21412	64010
752	21440	63979
753	21461	63928
754	21483	63882
755	21511	63850
756	21546	63841
757	21574	63811
758	21599	63772
759	21630	63753
760	21660	63729
761	21694	63715
762	21726	63698
763	21758	63680
764	21794	63673
765	21826	63656
766	21854	63624
767	21887	63609
768	21917	63587
769	21942	63546
770	21969	63513
771	22002	63499
772	22019	63437
773	22057	63437
774	22117	63498
775	22166	63528
776	22201	63518
777	22231	63494
778	22268	63488
779	22297	63463
780	22319	63415
781	22347	63383
782	22371	63344
783	22398	63310
784	22432	63297
785	22461	63270
786	22488	63236
787	22522	63221
788	22558	63214
789	22588	63190
790	22617	63163
791	22651	63149
792	22678	63117
793	22710	63098
794	22737	63064
795	22769	63044
796	22793	63003
797	22825	62985
798	22852	62950
799	22883	62928
800	22915	62909
801	22939	62869
802	22965	62832
803	22992	62800
804	23023	62778
805	23053	62752
806	23082	62724
807	23113	62703
808	23185	62792
809	23218	62776
810	23248	62751
811	23280	62730
812	23309	62702
813	23336	62670
814	23363	62636
815	23392	62608
816	23425	62591
817	23457	62571
818	23488	62550
819	23509	62500
820	23536	62467
821	23562	62432
822	23590	62400
823	23613	62357
824	23648	62345
825	23672	62304
826	23706	62291
827	23731	62252
828	23751	62201
829	23783	62181
830	23813	62156
831	23841	62126
832	23873	62105
833	23906	62088
834	23935	62061
835	23962	62027
836	23994	62006
837	24025	61983
838	24057	61965
839	24078	61914
840	24113	61903
841	24141	61872
842	24172	61850
843	24244	61933
844	24278	61918
845	24312	61902
846	24328	61841
847	24357	61812
848	24375	61755
849	24398	61713
850	24428	61688
851	24459	61665
852	24487	61636
853	24512	61596
854	24544	61575
855	24571	61544
856	24600	61514
857	24636	61505
858	24667	61482
859	24698	61458
860	24732	61443
861	24762	61418
862	24791	61389
863	24824	61371
864	24854	61346
865	24882	61315
866	24909	61282
867	24924	61220
868	24947	61178
869	24974	61145
870	25004	61117
871	25030	61084
872	25060	61058
873	25129	61126
874	25156	61095
875	25190	61079
876	25212	61033
877	25244	61012
878	25276	60991
879	25315	60986
880	25350	60972
881	25393	60977
882	25431	60972
883	25468	60963
884	25507	60957
885	25552	60967
886	25592	60965
887	25625	60947
888	25648	60903
889	25683	60890
890	25696	60822
891	25718	60779
892	25749	60754
893	25779	60729
894	25811	60706
895	25842	60682
896	25873	60659
897	25906	60640
898	25939	60622
899	25972	60602
900	26005	60584
901	26035	60556
902	26069	60540
903	26187	60716
904	26208	60671
905	26233	60632
906	26262	60603
907	26290	60572
908	26319	60543
909	26351	60522
910	26383	60499
911	26417	60482
912	26451	60465
913	26480	60435
914	26503	60393
915	26529	60356
916	26567	60348
917	26596	60321
918	26628	60297
919	26661	60277
920	26686	60240
921	26733	60251
922	26765	60229
923	26795	60202
924	26819	60162
925	26848	60133
926	26879	60109
927	26896	60053
928	26924	60023
929	26961	60010
930	26994	59990
931	27025	59967
932	27058	59945
933	27087	59917
934	27111	59877
935	27131	59827
936	27164	59807
937	27188	59769
938	27270	59856
939	27303	59835
940	27335	59813
941	27369	59795
942	27400	59768
943	27431	59744
944	27464	59724
945	27502	59714
946	27535	59693
947	27560	59655
948	27593	59636
949	27628	59620
950	27661	59599
951	27687	59561
952	27721	59545
953	27756	59528
954	27790	59510
955	27815	59471
956	27844	59442
957	27875	59416
958	27906	59392
959	27922	59335
960	27934	59268
961	27959	59231
962	27989	59205
963	28021	59181
964	28052	59157
965	28086	59138
966	28116	59112
967	28147	59086
968	28171	59047
969	28202	59022
970	28231	58991
971	28301	59049
972	28362	59085
973	28382	59038
974	28406	58997
975	28438	58975
976	28476	58963
977	28505	58935
978	28538	58913
979	28571	58892
980	28598	58859
981	28633	58841
982	28660	58807
983	28681	58761
984	28706	58725
985	28733	58691
986	28762	58662
987	28793	58636
988	28817	58596
989	28840	58555
990	28864	58515
991	28892	58484
992	28922	58456
993	28951	58426
994	28985	58408
995	29008	58366
996	29037	58336
997	29071	58317
998	29102	58292
999	29136	58273
1000	29164	58241
1001	29191	58207
1002	29226	58190
1003	29256	58163
1004	29274	58111
1005	29309	58093
1006	29336	58061
1007	29398	58097
1008	29436	58086
1009	29470	58065
1010	29499	58036
1011	29523	57996
1012	29550	57964
1013	29585	57946
1014	29620	57928
1015	29651	57901
1016	29676	57864
1017	29708	57841
1018	29735	57807
1019	29763	57776
1020	29794	57749
1021	29826	57726
1022	29858	57702
1023	29892	57682
1024	29921	57652
1025	29953	57629
1026	29980	57597
1027	30007	57562
1028	30036	57532
1029	30065	57503
1030	30089	57464
1031	30121	57441
1032	30153	57417
1033	30184	57391
1034	30215	57365
1035	30242	57332
1036	30278	57316
1037	30307	57285
1038	30342	57269
1039	30395	57282
1040	30449	57300
1041	30481	57277
1042	30509	57245
1043	30538	57216
1044	30563	57178
1045	30593	57151
1046	30620	57117
1047	30654	57096
1048	30684	57069
1049	30715	57043
1050	30746	57016
1051	30770	56977
1052	30795	56941
1053	30818	56899
1054	30845	56867
1055	30878	56844
1056	30912	56823
1057	30944	56799
1058	30974	56771
1059	31006	56748
1060	31041	56728
1061	31072	56702
1062	31107	56683
1063	31137	56656
1064	31169	56631
1065	31200	56605
1066	31230	56578
1067	31259	56547
1068	31282	56507
1069	31298	56454
1070	31323	56417
1071	31356	56395
1072	31384	56363
1073	31414	56335
1074	31504	56414
1075	31541	56398
1076	31572	56372
1077	31607	56353
1078	31644	56337
1079	31671	56304
1080	31694	56264
1081	31734	56253
1082	31768	56232
1083	31801	56209
1084	31832	56184
1085	31856	56145
1086	31883	56112
1087	31915	56086
1088	31946	56060
1089	31981	56040
1090	32004	56001
1091	32036	55975
1092	32069	55952
1093	32101	55928
1094	32120	55880
1095	32149	55850
1096	32180	55824
1097	32214	55803
1098	32242	55772
1099	32279	55755
1100	32299	55710
1101	32327	55678
1102	32360	55655
1103	32392	55630
1104	32423	55604
1105	32451	55572
1106	32474	55532
1107	32534	55554
1108	32588	55567
1109	32621	55544
1110	32647	55509
1111	32675	55478
1112	32709	55456
1113	32742	55433
1114	32776	55411
1115	32802	55376
1116	32834	55351
1117	32863	55321
1118	32890	55287
1119	32919	55258
1120	32950	55231
1121	32980	55202
1122	33013	55180
1123	33043	55150
1124	33070	55117
1125	33122	55125
1126	33152	55096
1127	33178	55062
1128	33199	55018
1129	33227	54986
1130	33256	54957
1131	33286	54928
1132	33316	54900
1133	33347	54872
1134	33375	54841
1135	33402	54808
1136	33433	54780
1137	33468	54761
1138	33501	54737
1139	33534	54714
1140	33619	54775
1141	33644	54738
1142	33678	54717
1143	33713	54696
1144	33749	54677
1145	33782	54652
1146	33816	54631
1147	33849	54608
1148	33879	54579
1149	33908	54548
1150	33942	54526
1151	33972	54497
1152	34006	54475
1153	34039	54451
1154	34068	54421
1155	34104	54401
1156	34136	54376
1157	34168	54350
1158	34199	54323
1159	34219	54278
1160	34244	54241
1161	34275	54215
1162	34307	54189
1163	34338	54162
1164	34370	54137
1165	34396	54101
1166	34429	54078
1167	34461	54052
1168	34491	54024
1169	34523	53998
1170	34554	53970
1171	34585	53943
1172	34614	53913
1173	34704	53977
1174	34734	53948
1175	34757	53910
1176	34789	53884
1177	34822	53860
1178	34855	53835
1179	34884	53804
1180	34916	53778
1181	34936	53735
1182	34964	53703
1183	34997	53679
1184	35029	53653
1185	35058	53621
1186	35087	53592
1187	35109	53551
1188	35143	53528
1189	35178	53506
1190	35202	53468
1191	35229	53435
1192	35262	53411
1193	35296	53388
1194	35328	53362
1195	35359	53334
1196	35382	53294
1197	35410	53263
1198	35440	53235
1199	35471	53207
1200	35508	53188
1201	35533	53152
1202	35565	53126
1203	35592	53092
1204	35611	53048
1205	35643	53021
1206	35665	52980
1207	35721	52990
1208	35786	53013
1209	35824	52996
1210	35861	52978
1211	35894	52953
1212	35918	52915
1213	35951	52890
1214	35981	52861
1215	36015	52837
1216	36039	52800
1217	36072	52776
1218	36104	52750
1219	36136	52723
1220	36163	52689
1221	36191	52657
1222	36220	52627
1223	36246	52593
1224	36279	52567
1225	36311	52541
1226	36334	52503
1227	36368	52479
1228	36399	52452
1229	36433	52428
1230	36467	52404
1231	36501	52381
1232	36534	52356
1233	36567	52332
1234	36594	52298
1235	36623	52268
1236	36654	52240
1237	36689	52218
1238	36726	52200
1239	36755	52168
1240	36914	52323
1241	36945	52294
1242	36975	52264
1243	37004	52233
1244	37034	52205
1245	37059	52168
1246	37089	52139
1247	37120	52111
1248	37139	52067
1249	37162	52026
1250	37193	52000
1251	37225	51972
1252	37257	51945
1253	37290	51921
1254	37315	51885
1255	37342	51851
1256	37378	51830
1257	37397	51785
1258	37421	51748
1259	37456	51725
1260	37484	51693
1261	37510	51658
1262	37540	51628
1263	37568	51597
1264	37598	51567
1265	37629	51539
1266	37659	51510
1267	37691	51483
1268	37723	51457
1269	37752	51427
1270	37775	51388
1271	37804	51356
1272	37830	51322
1273	37857	51288
1274	37888	51261
1275	37984	51320
1276	38034	51317
1277	38065	51290
1278	38092	51256
1279	38126	51232
1280	38156	51202
1281	38187	51175
1282	38223	51152
1283	38253	51123
1284	38285	51097
1285	38317	51070
1286	38352	51047
1287	38384	51020
1288	38413	50989
1289	38445	50962
1290	38481	50941
1291	38513	50914
1292	38547	50890
1293	38583	50868
1294	38613	50838
1295	38647	50814
1296	38679	50787
1297	38703	50749
1298	38738	50726
1299	38772	50702
1300	38805	50676
1301	38835	50647
1302	38867	50620
1303	38899	50592
1304	38934	50570
1305	38967	50544
1306	39035	50564
1307	39094	50571
1308	39127	50546
1309	39153	50511
1310	39179	50476
1311	39211	50449
1312	39238	50415
1313	39270	50388
1314	39303	50362
1315	39328	50326
1316	39363	50303
1317	39401	50283
1318	39429	50250
1319	39466	50230
1320	39489	50191
1321	39521	50164
1322	39543	50124
1323	39573	50093
1324	39610	50074
1325	39664	50074
1326	39694	50044
1327	39726	50016
1328	39760	49992
1329	39795	49969
1330	39823	49936
1331	39852	49905
1332	39890	49885
1333	39913	49847
1334	39953	49829
1335	39989	49807
1336	40092	49868
1337	40157	49882
1338	40194	49860
1339	40228	49835
1340	40259	49806
1341	40290	49777
1342	40321	49748
1343	40357	49725
1344	40384	49692
1345	40418	49667
1346	40444	49632
1347	40470	49597
1348	40504	49572
1349	40537	49546
1350	40572	49521
1351	40602	49491
1352	40634	49464
1353	40665	49435
1354	40700	49410
1355	40729	49380
1356	40759	49350
1357	40788	49318
1358	40819	49289
1359	40847	49256
1360	40865	49213
1361	40894	49181
1362	40929	49157
1363	40952	49119
1364	40986	49093
1365	41015	49062
1366	41051	49039
1367	41080	49008
1368	41096	48961
1369	41124	48929
1370	41213	48968
1371	41256	48955
1372	41283	48920
1373	41304	48879
1374	41334	48849
1375	41366	48821
1376	41398	48794
1377	41432	48768
1378	41459	48735
1379	41494	48710
1380	41520	48676
1381	41557	48654
1382	41591	48629
1383	41627	48605
1384	41662	48581
1385	41696	48555
1386	41719	48516
1387	41748	48486
1388	41783	48461
1389	41815	48433
1390	41841	48398
1391	41872	48369
1392	41905	48343
1393	41939	48317
1394	41966	48284
1395	41994	48250
1396	42026	48223
1397	42060	48198
1398	42093	48171
1399	42125	48143
1400	42153	48111
1401	42181	48078
1402	42251	48094
1403	42309	48094
1404	42340	48066
1405	42371	48037
1406	42405	48010
1407	42436	47982
1408	42460	47944
1409	42486	47909
1410	42515	47878
1411	42537	47839
1412	42571	47814
1413	42596	47777
1414	42631	47753
1415	42665	47727
1416	42701	47704
1417	42737	47679
1418	42772	47655
1419	42799	47621
1420	42831	47593
1421	42863	47565
1422	42894	47537
1423	42923	47505
1424	42951	47473
1425	42983	47444
1426	43011	47412
1427	43041	47382
1428	43073	47353
1429	43106	47326
1430	43140	47300
1431	43163	47262
1432	43196	47236
1433	43233	47213
1434	43268	47188
1435	43372	47238
1436	43404	47209
1437	43432	47177
1438	43467	47152
1439	43501	47126
1440	43531	47096
1441	43558	47062
1442	43588	47032
1443	43622	47005
1444	43652	46975
1445	43677	46940
1446	43709	46911
1447	43741	46882
1448	43771	46852
1449	43804	46825
1450	43836	46797
1451	43868	46768
1452	43926	46768
1453	43962	46744
1454	43994	46715
1455	44026	46687
1456	44061	46661
1457	44091	46632
1458	44122	46602
1459	44156	46576
1460	44187	46546
1461	44221	46520
1462	44254	46492
1463	44285	46463
1464	44315	46433
1465	44337	46394
1466	44430	46428
1467	44490	46429
1468	44524	46403
1469	44556	46375
1470	44589	46348
1471	44626	46324
1472	44658	46295
1473	44682	46259
1474	44718	46234
1475	44746	46201
1476	44773	46168
1477	44807	46141
1478	44842	46115
1479	44872	46085
1480	44900	46052
1481	44933	46024
1482	44965	45996
1483	45000	45971
1484	45034	45944
1485	45056	45905
1486	45091	45880
1487	45126	45854
1488	45155	45822
1489	45187	45793
1490	45217	45762
1491	45245	45731
1492	45281	45705
1493	45317	45681
1494	45354	45658
1495	45379	45622
1496	45402	45584
1497	45435	45556
1498	45599	45659
1499	45654	45654
1500	45686	45625
1501	45721	45600
1502	45754	45571
1503	45780	45536
1504	45813	45509
1505	45841	45476
1506	45874	45447
1507	45907	45420
1508	45940	45392
1509	45969	45360
1510	46000	45330
1511	46030	45299
1512	46051	45260
1513	46077	45224
1514	46111	45198
1515	46145	45171
1516	46178	45143
1517	46208	45112
1518	46242	45085
1519	46268	45051
1520	46296	45017
1521	46327	44988
1522	46353	44953
1523	46390	44929
1524	46423	44901
1525	46457	44874
1526	46488	44844
1527	46520	44815
1528	46547	44781
1529	46577	44750
1530	46611	44723
1531	46711	44760
1532	46741	44728
1533	46775	44702
1534	46813	44679
1535	46847	44651
1536	46880	44623
1537	46909	44591
1538	46941	44562
1539	46970	44530
1540	47004	44503
1541	47037	44474
1542	47068	44445
1543	47099	44415
1544	47129	44383
1545	47164	44357
1546	47199	44331
1547	47227	44298
1548	47260	44270
1549	47288	44237
1550	47320	44208
1551	47350	44177
1552	47379	44145
1553	47417	44121
1554	47450	44094
1555	47485	44067
1556	47522	44043
1557	47556	44016
1558	47588	43986
1559	47622	43959
1560	47657	43933
1561	47690	43904
1562	47794	43941
1563	47830	43916
1564	47863	43887
1565	47892	43855
1566	47907	43810
1567	47939	43781
1568	47973	43753
1569	48000	43720
1570	48029	43688
1571	48060	43658
1572	48070	43608
1573	48106	43583
1574	48141	43556
1575	48168	43523
1576	48203	43496
1577	48237	43468
1578	48264	43435
1579	48294	43404
1580	48320	43369
1581	48350	43338
