iter	MAE	RMSE
267	24.64819677	30.26673991
268	24.63733477	30.25584075
269	24.6329632	30.24929827
270	24.6311509	30.24697485
271	24.61970867	30.23244944
272	24.61468162	30.22794666
273	24.60770467	30.2209119
274	24.59853976	30.21020919
275	24.58512255	30.19391963
276	24.57638212	30.18455416
277	24.56859068	30.17416728
278	24.56456949	30.16640209
279	24.55661809	30.15626124
280	24.54898927	30.14886871
281	24.54327219	30.1419707
282	24.53527852	30.13307873
283	24.5318293	30.12697174
284	24.52259902	30.11643938
285	24.51912377	30.11302336
286	24.5098167	30.10349522
287	24.49936145	30.09050213
288	24.49747639	30.08837392
289	24.49232711	30.08279371
290	24.48635904	30.07510775
291	24.48082223	30.06931429
292	24.48037335	30.06888756
293	24.47963458	30.06825405
294	24.47942674	30.06796246
295	24.4748975	30.06259012
296	24.4679134	30.05522456
297	24.45728625	30.04428434
298	24.44626406	30.0331196
299	24.42637432	30.01175648
300	24.41616569	29.99984414
301	24.40661764	29.98989442
302	24.39618676	29.97962936
303	24.39482421	29.97728917
304	24.38865571	29.97031712
305	24.38643505	29.96657753
306	24.384624	29.96504603
307	24.38005639	29.95974645
308	24.37502595	29.95309971
309	24.37075251	29.94758902
310	24.3705645	29.94731588
311	24.36438219	29.93793633
312	24.35937622	29.93268689
313	24.35271167	29.92531611
314	24.34988485	29.9211682
315	24.34872144	29.92016342
316	24.34129218	29.9121351
317	24.33582362	29.90532219
318	24.33188156	29.89963226
319	24.32784017	29.89359873
320	24.31709798	29.88043426
321	24.31095991	29.87183713
322	24.30919521	29.86786143
323	24.30851509	29.86700443
324	24.30068583	29.85863176
325	24.28841707	29.84587181
326	24.28635577	29.84407346
327	24.27490936	29.82987376
328	24.26713966	29.81982672
329	24.26013849	29.81222078
330	24.2577074	29.81004946
331	24.2530057	29.80542065
332	24.24685066	29.79895281
333	24.23901223	29.78975859
334	24.23725705	29.78738015
335	24.22625093	29.77426891
336	24.22485772	29.77250439
337	24.21644385	29.76033925
338	24.21003535	29.75375097
339	24.20814927	29.75139674
340	24.19945908	29.74111343
341	24.19503234	29.73295701
342	24.18741271	29.7222252
343	24.18512972	29.71865081
344	24.17374035	29.70605134
345	24.16694862	29.69835507
346	24.15773533	29.68817334
347	24.15091796	29.6821059
348	24.13980564	29.66898287
349	24.13684016	29.66605784
350	24.13058589	29.65881605
351	24.12215315	29.65005731
352	24.11336914	29.63968396
353	24.11254425	29.63894861
354	24.09678427	29.62154867
355	24.093688	29.61800561
356	24.08858548	29.61217501
357	24.08457059	29.60785914
358	24.0805286	29.60409999
359	24.06941963	29.59362444
360	24.06778854	29.59215753
361	24.06254475	29.58681254
362	24.0498962	29.57253152
363	24.04171495	29.56357789
364	24.03940084	29.56094931
365	24.02747311	29.54650323
366	24.02314684	29.54082597
367	24.02306292	29.54063462
368	24.01703855	29.53441516
369	24.00678038	29.52117835
370	24.00076122	29.51473313
371	23.99971027	29.51373977
372	23.99681925	29.51082195
373	23.99238674	29.5049239
374	23.98679472	29.49698631
375	23.98482269	29.49603696
376	23.97551784	29.48825022
377	23.96917146	29.48253726
378	23.96883307	29.48206627
379	23.96414641	29.47705356
380	23.96285286	29.47554003
381	23.95614743	29.46877324
382	23.94973091	29.46070863
383	23.94311373	29.45179229
384	23.94244085	29.45053419
385	23.93939562	29.44621235
386	23.92854203	29.43333332
387	23.92441242	29.4277194
388	23.91871104	29.42138007
389	23.91776666	29.42063313
390	23.91132108	29.41134452
391	23.90661692	29.4067782
392	23.9061276	29.40593281
393	23.90065648	29.39884272
394	23.89045791	29.38556753
395	23.87821202	29.37011591
396	23.87717987	29.36881385
397	23.86768828	29.35855573
398	23.85400192	29.34274733
399	23.84451865	29.33226588
400	23.8384818	29.32548105
401	23.83162892	29.31420509
402	23.82494775	29.30741615
403	23.81983015	29.30260574
404	23.81349414	29.29519131
405	23.8081268	29.2887862
406	23.80516785	29.28392642
407	23.79451888	29.27082861
408	23.78900912	29.26436069
409	23.78710255	29.26223272
410	23.78590834	29.25963128
411	23.78035199	29.25433617
412	23.77985683	29.25396071
413	23.77661404	29.25049792
414	23.76926935	29.24234533
415	23.76325244	29.23511704
416	23.7622835	29.23348634
417	23.75326578	29.22249887
418	23.74026084	29.20906269
419	23.73072469	29.19921501
420	23.72236276	29.18875919
421	23.71456291	29.17853852
422	23.70937868	29.1732914
423	23.70386836	29.16564402
424	23.69295926	29.15257405
425	23.68746019	29.1447103
426	23.68545668	29.14238792
427	23.68397978	29.14054442
428	23.67775731	29.13233165
429	23.66897343	29.12316991
430	23.66538503	29.11800218
431	23.66093583	29.11141688
432	23.6552014	29.10427824
433	23.65324252	29.10213613
434	23.6472052	29.09472316
435	23.64393255	29.08972079
436	23.6400829	29.08568091
437	23.63217697	29.07782428
438	23.62491808	29.07075987
439	23.61598092	29.06106862
440	23.61044929	29.05613363
441	23.60519058	29.04810793
442	23.60213041	29.04421692
443	23.59934481	29.03915789
444	23.59461566	29.0332731
445	23.59060876	29.02732004
446	23.58656981	29.02324667
447	23.58644312	29.02306314
448	23.58473432	29.01932405
449	23.57543327	29.0078565
450	23.57446068	29.00708709
451	23.57109919	29.00200788
452	23.56961994	29.0006091
453	23.56895457	28.99997726
454	23.56767672	28.99885068
455	23.55760156	28.98766044
456	23.55270562	28.98242326
457	23.54958379	28.9765081
458	23.54612448	28.97224283
459	23.53738705	28.96290482
460	23.53638933	28.96124924
461	23.52733293	28.95192299
462	23.52098957	28.94586178
463	23.51859963	28.94148643
464	23.51776185	28.94023871
465	23.5141541	28.93474839
466	23.50594482	28.92510847
467	23.49820714	28.91494794
468	23.49739006	28.91376124
469	23.49207823	28.90937944
470	23.48656736	28.90346708
471	23.48158094	28.89695245
472	23.47563353	28.89043185
473	23.47167568	28.88525292
474	23.46932352	28.88182559
475	23.46069646	28.87028634
476	23.45030729	28.8601102
477	23.44956161	28.8590755
478	23.44439914	28.85227368
479	23.43702322	28.84290087
480	23.43312182	28.83625738
481	23.43109823	28.83352101
482	23.41821128	28.81823274
483	23.40943447	28.80846125
484	23.40932068	28.8083009
485	23.40722684	28.80651174
486	23.40099875	28.7997557
487	23.39459597	28.79264854
488	23.38579547	28.78327763
489	23.38319727	28.78149811
490	23.37912926	28.77627532
491	23.37329764	28.770057
492	23.36890574	28.76554554
493	23.36539225	28.76072566
494	23.3591824	28.75545729
495	23.35322558	28.74875227
496	23.34206567	28.73743098
497	23.33684479	28.73187088
498	23.32625159	28.72161783
499	23.32136215	28.71566011
500	23.31341226	28.70874925
501	23.31066448	28.70653379
502	23.29942744	28.69385339
503	23.29096067	28.68445778
504	23.28492697	28.67841986
505	23.27963307	28.67333873
506	23.27953185	28.67318997
507	23.27560608	28.6684868
508	23.27027299	28.66266213
509	23.25703674	28.64792562
510	23.25368022	28.64460116
511	23.25147097	28.64203241
512	23.25070458	28.64109783
513	23.24600738	28.63620401
514	23.23890076	28.62916078
515	23.23421127	28.62384274
516	23.22931043	28.61916423
517	23.22398088	28.61315998
518	23.22345813	28.61282078
519	23.21466129	28.6025165
520	23.20705683	28.59582909
521	23.20285259	28.59189627
522	23.1919034	28.57863976
523	23.18713765	28.57286225
524	23.1855336	28.57083823
525	23.17346913	28.55932537
526	23.16401422	28.54896446
527	23.16119116	28.54643852
528	23.15216063	28.53634754
529	23.15015708	28.53402367
530	23.14465183	28.52739193
531	23.14158129	28.52431125
532	23.13525207	28.51605449
533	23.13215773	28.51345672
534	23.12748896	28.50693524
535	23.12692352	28.50595036
536	23.1196871	28.49698864
537	23.11897435	28.49425752
538	23.1043506	28.47892995
539	23.0928601	28.46649946
540	23.0871044	28.45978953
541	23.08331143	28.45600321
542	23.08068363	28.45180402
543	23.07322236	28.44368981
544	23.07202511	28.44197151
545	23.06079341	28.43146184
546	23.0601049	28.43042208
547	23.05725032	28.42751984
548	23.05121778	28.41937032
549	23.04543567	28.41386098
550	23.03714878	28.40478617
551	23.03480974	28.40175936
552	23.02680777	28.39356541
553	23.02487451	28.3906257
554	23.01343088	28.37799175
555	23.01169609	28.37263102
556	23.0010353	28.35860687
557	22.99375893	28.35110351
558	22.99020148	28.34548342
559	22.98681309	28.34079722
560	22.98036083	28.33302834
561	22.96410889	28.31312035
562	22.95732184	28.30315239
563	22.95181672	28.29671442
564	22.94936478	28.29285775
565	22.93779002	28.28071449
566	22.93428393	28.27673995
567	22.92699631	28.26908087
568	22.91814191	28.25847778
569	22.90811909	28.24796942
570	22.9054404	28.24450627
571	22.90134034	28.2397489
572	22.89294434	28.23038557
573	22.88736921	28.22454155
574	22.88036699	28.21557008
575	22.87359358	28.20728862
576	22.86888132	28.20286583
577	22.86107564	28.19416265
578	22.85377199	28.18536116
579	22.8492236	28.17996457
580	22.84700434	28.17662465
581	22.83496668	28.16281518
582	22.82111412	28.14901876
583	22.81874335	28.14586827
584	22.81218981	28.13913559
585	22.80050404	28.12495713
586	22.79259787	28.11376252
587	22.78896121	28.10996179
588	22.78400383	28.10458963
589	22.78008121	28.10004814
590	22.77909405	28.09806712
591	22.77600518	28.09328888
592	22.76584214	28.08130429
593	22.75879107	28.07252813
594	22.75669355	28.06995452
595	22.7513074	28.06320524
596	22.74932976	28.06088427
597	22.74590736	28.05667066
598	22.74074058	28.05015189
599	22.73641712	28.04570432
600	22.73307996	28.04201349
601	22.72301076	28.03114962
602	22.71280892	28.02022108
603	22.70827355	28.01461455
604	22.69557978	28.00073514
605	22.68581349	27.98879055
606	22.68219268	27.98556405
607	22.67654558	27.97840365
608	22.66897905	27.96948412
609	22.66184656	27.96230872
610	22.65292785	27.95426649
611	22.64891777	27.94806505
612	22.64553775	27.943503
613	22.63647966	27.93185406
614	22.62765275	27.92322899
615	22.62612693	27.92011421
616	22.62131723	27.91463084
617	22.61631908	27.90882206
618	22.60939258	27.90248969
619	22.59960748	27.89120736
620	22.59433355	27.88473238
621	22.59069452	27.88002883
622	22.58444567	27.87337485
623	22.58160136	27.87057393
624	22.57496326	27.86254083
625	22.56834971	27.85549915
626	22.56539001	27.85253664
627	22.5569247	27.84309521
628	22.54905232	27.83267488
629	22.5415006	27.82455716
630	22.53160742	27.81319466
631	22.52601932	27.80460959
632	22.52071081	27.7978244
633	22.51607432	27.79319436
634	22.51044948	27.78720169
635	22.50957969	27.78584176
636	22.5080138	27.78202636
637	22.50648439	27.77829188
638	22.49961838	27.77084613
639	22.49496103	27.76602761
640	22.48936481	27.76017474
641	22.4868439	27.75657369
642	22.47872506	27.74957008
643	22.47363136	27.74532366
644	22.4676191	27.73727647
645	22.46051113	27.7289867
646	22.45571879	27.72399883
647	22.44914632	27.71752898
648	22.44752143	27.71543503
649	22.44257158	27.7109594
650	22.43548704	27.70318512
651	22.43394921	27.70184761
652	22.42819973	27.69496616
653	22.41441103	27.6749221
654	22.41416679	27.67478331
655	22.40805702	27.66910732
656	22.40086231	27.66255254
657	22.39467498	27.65598609
658	22.38952928	27.65276231
659	22.38821064	27.65052799
660	22.38615156	27.64847743
661	22.38414303	27.64532769
662	22.37286023	27.63237221
663	22.36841078	27.62705439
664	22.36115403	27.61996172
665	22.35416255	27.61204293
666	22.34623891	27.60328171
667	22.33820858	27.59367737
668	22.33213519	27.58520665
669	22.32626015	27.57858044
670	22.3219675	27.57336073
671	22.31677517	27.56726878
672	22.31241703	27.55951392
673	22.3072254	27.5532276
674	22.29591805	27.54228173
675	22.29138705	27.53718786
676	22.29130141	27.53671179
677	22.28884119	27.53417661
678	22.28652248	27.53047607
679	22.28053807	27.52271158
680	22.27404404	27.51510013
681	22.26964264	27.50946975
682	22.2597048	27.49685634
683	22.25630201	27.49031239
684	22.25103624	27.48465565
685	22.24668539	27.48127823
686	22.24009836	27.47320583
687	22.23576598	27.46934631
688	22.22749109	27.45876545
689	22.22510664	27.45573205
690	22.22294368	27.45242082
691	22.21964769	27.44842163
692	22.21648641	27.44640704
693	22.21125624	27.44130949
694	22.20260208	27.43104688
695	22.19653955	27.42254055
696	22.18959042	27.41236091
697	22.18608573	27.4067719
698	22.18026857	27.40083916
699	22.17521396	27.39441187
700	22.16648127	27.38534827
701	22.15810984	27.37373711
702	22.14980981	27.36304212
703	22.14458768	27.35636864
704	22.14233365	27.35348239
705	22.14216855	27.35296072
706	22.1397887	27.35011131
707	22.13680939	27.3464238
708	22.13073545	27.33870897
709	22.12555393	27.33253479
710	22.12278888	27.32760597
711	22.10793206	27.31341345
712	22.10292505	27.3073966
713	22.09690339	27.30126843
714	22.09428515	27.29877374
715	22.08857886	27.29233066
716	22.07967323	27.28020961
717	22.0765359	27.27693175
718	22.07001404	27.26937661
719	22.05626504	27.25278852
720	22.0517462	27.24883732
721	22.04402199	27.24016791
722	22.03701052	27.23116966
723	22.03669448	27.23071995
724	22.03018823	27.22505869
725	22.02334216	27.21653653
726	22.02142698	27.21379646
727	22.01911515	27.21053901
728	22.0169708	27.20828022
729	22.0121364	27.2024781
730	22.00890063	27.19969052
731	22.00394306	27.19203601
732	21.99492454	27.1810895
733	21.99097875	27.17719116
734	21.98509756	27.17072439
735	21.97978538	27.16523718
736	21.97150568	27.15389161
737	21.96214453	27.14385929
738	21.96142373	27.14113032
739	21.9544811	27.13190111
740	21.94798653	27.12692793
741	21.94632183	27.12430941
742	21.94150831	27.11770949
743	21.93133042	27.10616388
744	21.92894557	27.10404523
745	21.91466724	27.08987335
746	21.9077205	27.08151733
747	21.90460106	27.07861051
748	21.90282999	27.07658442
749	21.90220984	27.07487376
750	21.8935734	27.06459644
751	21.89172561	27.06111351
752	21.8876386	27.05707408
753	21.88382126	27.05204788
754	21.88124632	27.04934851
755	21.87009036	27.03725828
756	21.86352222	27.03150319
757	21.85747386	27.02611837
758	21.85172949	27.01831333
759	21.8474882	27.01474662
760	21.84274075	27.01055582
761	21.83406188	26.9999822
762	21.83018693	26.9952445
763	21.82545183	26.99083198
764	21.81041521	26.97367405
765	21.80584378	26.96882429
766	21.80217682	26.96403243
767	21.79729886	26.95868849
768	21.78800093	26.94789799
769	21.78582183	26.94424625
770	21.78261658	26.94102253
771	21.77380209	26.92940799
772	21.76831023	26.92325808
773	21.76073928	26.91462449
774	21.75619795	26.91007223
775	21.75398777	26.90575432
776	21.74538407	26.89583634
777	21.74345155	26.89439159
778	21.7396133	26.88956665
779	21.73619033	26.8850359
780	21.72763724	26.87522772
781	21.72440939	26.87226936
782	21.71784903	26.86546414
783	21.71598351	26.86243414
784	21.71116652	26.85745802
785	21.70587889	26.85256762
786	21.69968419	26.84653799
787	21.69339474	26.84018111
788	21.68932167	26.83626782
789	21.68440893	26.83024357
790	21.68145596	26.82725526
791	21.67533646	26.82067523
792	21.66885838	26.81459764
793	21.66440268	26.80838514
794	21.66043751	26.8051089
795	21.64974162	26.79401477
796	21.64564151	26.78966771
797	21.64119727	26.78470162
798	21.63383118	26.7751999
799	21.63172614	26.77292467
800	21.62951345	26.77013693
801	21.62428607	26.76394341
802	21.62117378	26.76082947
803	21.61758297	26.7565524
804	21.60955594	26.74819614
805	21.60576827	26.74307541
806	21.60065991	26.73715317
807	21.59806582	26.73370097
808	21.59212097	26.72605654
809	21.59000736	26.72408837
810	21.58498835	26.71764631
811	21.57964322	26.71112962
812	21.57411685	26.70538037
813	21.57339711	26.70439723
814	21.56636996	26.69743189
815	21.56197968	26.69328805
816	21.5574384	26.68887905
817	21.54874326	26.68016823
818	21.54316277	26.67447638
819	21.53937349	26.67101459
820	21.53804154	26.66994175
821	21.53071694	26.66313309
822	21.52474717	26.65483451
823	21.52325235	26.65277533
824	21.52033559	26.64966528
825	21.51720682	26.64526722
826	21.51145373	26.63780793
827	21.50632597	26.63232839
828	21.50211371	26.62857516
829	21.49949964	26.62617215
830	21.49191863	26.61840792
831	21.48655319	26.61128695
832	21.48080469	26.60561276
833	21.4726137	26.59523573
834	21.46769887	26.58781988
835	21.46701487	26.58706945
836	21.46437642	26.58386936
837	21.46065931	26.57916127
838	21.45332864	26.57185658
839	21.45049411	26.56860499
840	21.44643597	26.5615141
841	21.43966024	26.5548866
842	21.426043	26.53796767
843	21.42358359	26.53580193
844	21.41560809	26.52733914
845	21.41142779	26.52174471
846	21.40550664	26.51664969
847	21.39953419	26.50913791
848	21.39491751	26.50462162
849	21.39268801	26.5015527
850	21.38926966	26.49782082
851	21.38339961	26.49055046
852	21.38022306	26.48712352
853	21.37597857	26.4826245
854	21.37359287	26.47985142
855	21.37204382	26.47826874
856	21.36752342	26.47237553
857	21.36145799	26.46692193
858	21.35329867	26.45880421
859	21.34981734	26.45411269
860	21.34452787	26.44781482
861	21.34256597	26.44508626
862	21.33965176	26.44129633
863	21.33042125	26.43222121
864	21.3263874	26.4276652
865	21.3230406	26.42450979
866	21.31941845	26.42124369
867	21.31584947	26.41712104
868	21.3088447	26.4096082
869	21.30534882	26.40553308
870	21.29907966	26.39835236
871	21.29525069	26.39277003
872	21.29101977	26.38873929
873	21.28179423	26.37835404
874	21.27970399	26.37516235
875	21.27176658	26.36591838
876	21.26653829	26.36009513
877	21.26010599	26.35233241
878	21.25445824	26.34673463
879	21.24999484	26.34105028
880	21.24739348	26.33775694
881	21.24188285	26.33253534
882	21.23796322	26.32842892
883	21.23491437	26.32409406
884	21.2237178	26.31005979
885	21.21594662	26.30165331
886	21.20629542	26.28946479
887	21.20308446	26.28666572
888	21.20216241	26.28564134
889	21.19981996	26.28233202
890	21.1995344	26.28199098
891	21.19251849	26.2735526
892	21.1880063	26.26870118
893	21.18489439	26.26471196
894	21.18109292	26.26042575
895	21.17001858	26.24724408
896	21.16494859	26.24218614
897	21.16182592	26.23840765
898	21.15623971	26.23226706
899	21.15062512	26.22571769
900	21.15034238	26.22528331
901	21.14553633	26.21988505
902	21.14231573	26.2154505
903	21.14067781	26.21241055
904	21.14059593	26.21232691
905	21.13841733	26.21037245
906	21.13659238	26.2086503
907	21.12996658	26.20035455
908	21.12935504	26.20002067
909	21.1261218	26.19614901
910	21.12022947	26.18909235
911	21.11743791	26.18425416
912	21.11135427	26.17819574
913	21.11017088	26.17579532
914	21.10597703	26.17134795
915	21.10374255	26.16790267
916	21.10199303	26.16332329
917	21.09689997	26.15786429
918	21.09271681	26.15303889
919	21.08858953	26.14859794
920	21.08751497	26.14730105
921	21.08117839	26.1398624
922	21.07736146	26.13392434
923	21.07161984	26.12767568
924	21.06772572	26.12268043
925	21.06258079	26.11610552
926	21.05579481	26.10779933
927	21.05067531	26.10160465
928	21.04820128	26.0990444
929	21.04421672	26.0935697
930	21.04034434	26.08941445
931	21.03413615	26.08247626
932	21.02806536	26.07647087
933	21.01999256	26.06554697
934	21.01306062	26.05601973
935	21.01056791	26.05371769
936	21.00058846	26.04228867
937	20.9974493	26.03878823
938	20.99324813	26.03500451
939	20.98468097	26.02603888
940	20.97900068	26.01864308
941	20.97671221	26.01666042
942	20.97207548	26.01011304
943	20.96758819	26.00586371
944	20.96268848	25.99906602
945	20.95876818	25.99473454
946	20.95337538	25.98939792
947	20.94758056	25.98359529
948	20.93886291	25.973845
949	20.93501	25.96997368
950	20.93175585	25.96666421
951	20.92279475	25.95821738
952	20.92120969	25.95661742
953	20.91794625	25.95039566
954	20.91311266	25.94548545
955	20.90674887	25.93875864
956	20.90290566	25.93434793
957	20.89973257	25.9295583
958	20.89400228	25.92252868
959	20.89274942	25.92048228
960	20.89220113	25.91979172
961	20.88430945	25.91070287
962	20.87950139	25.90641091
963	20.87619347	25.90286408
964	20.87200424	25.89867654
965	20.86299911	25.88697996
966	20.86035704	25.88388645
967	20.85624773	25.87984997
968	20.85409107	25.87716282
969	20.84707748	25.86944048
970	20.84167929	25.86528361
971	20.83256652	25.85579546
972	20.83109589	25.8536097
973	20.82409096	25.84740058
974	20.82098729	25.84460854
975	20.81467335	25.83694938
976	20.80807009	25.82980663
977	20.79324885	25.81434396
978	20.7910447	25.81144153
979	20.78848162	25.80808805
980	20.78331676	25.80130067
981	20.77957361	25.79794
982	20.77232941	25.78953612
983	20.76536249	25.78101021
984	20.76066412	25.77685363
985	20.75455153	25.77136945
986	20.7516588	25.7680851
987	20.74279451	25.75775133
988	20.7395651	25.75392974
989	20.73259578	25.74585509
990	20.72662693	25.73843859
991	20.72532317	25.73663717
992	20.72220687	25.73303624
993	20.7203644	25.73067386
994	20.71292396	25.72128025
995	20.71154179	25.71975583
996	20.7083025	25.71648062
997	20.69973673	25.70744091
998	20.69359102	25.69694903
