iter	MAE	RMSE
999	20.69232914	25.69456712
1000	20.68881624	25.690143
1001	20.68278329	25.68209612
1002	20.67911442	25.67763822
1003	20.67796829	25.67615957
1004	20.67558383	25.67362816
1005	20.67233482	25.66997909
1006	20.6695532	25.6669668
1007	20.66390609	25.65966543
1008	20.65628215	25.64939037
1009	20.64944594	25.64216387
1010	20.64233649	25.63442341
1011	20.63460315	25.62533762
1012	20.62888016	25.61803578
1013	20.62607628	25.61556771
1014	20.62284734	25.61226338
1015	20.62009727	25.60987287
1016	20.61750308	25.60606602
1017	20.6125191	25.60150632
1018	20.60970343	25.59908907
1019	20.60421617	25.59304041
1020	20.5982385	25.58517155
1021	20.59106169	25.57547113
1022	20.58841965	25.57161563
1023	20.5857981	25.56798619
1024	20.57979414	25.5609225
1025	20.57587916	25.55579538
1026	20.57053733	25.54928098
1027	20.56746232	25.54639004
1028	20.56008569	25.53878756
1029	20.55512332	25.53203193
1030	20.55063863	25.52841931
1031	20.54654153	25.52491739
1032	20.54184024	25.51867291
1033	20.53854415	25.51466961
1034	20.53610755	25.51087004
1035	20.5323531	25.50651947
1036	20.52785409	25.50050891
1037	20.52461225	25.49671008
1038	20.52166061	25.4912334
1039	20.51702523	25.4850611
1040	20.51027002	25.47640398
1041	20.50188082	25.46718094
1042	20.49710832	25.46147822
1043	20.49342385	25.45760022
1044	20.49056057	25.45368289
1045	20.48772311	25.44978351
1046	20.48709017	25.44929137
1047	20.48138798	25.44281803
1048	20.47750889	25.43798952
1049	20.47581019	25.43637902
1050	20.47120255	25.43006124
1051	20.4687302	25.42634587
1052	20.46481946	25.42317772
1053	20.46453847	25.42303848
1054	20.45983864	25.41884762
1055	20.45709378	25.41568524
1056	20.45264411	25.40979915
1057	20.44944429	25.40479404
1058	20.44726009	25.40147981
1059	20.4400601	25.39351686
1060	20.43428062	25.38711761
1061	20.42932104	25.38180238
1062	20.42050648	25.3714603
1063	20.41694387	25.36614521
1064	20.41379675	25.36082843
1065	20.41027682	25.35702345
1066	20.40663412	25.35321622
1067	20.40462827	25.34976461
1068	20.40407463	25.34950646
1069	20.40272657	25.34757483
1070	20.39950703	25.34473774
1071	20.39267717	25.33547699
1072	20.39162633	25.33438231
1073	20.39073281	25.33365308
1074	20.3810682	25.32236653
1075	20.37648751	25.31657949
1076	20.37148638	25.31081444
1077	20.3665196	25.30494314
1078	20.36494817	25.30173049
1079	20.36417939	25.30085102
1080	20.36071387	25.29807335
1081	20.35908858	25.29674107
1082	20.35237168	25.2888968
1083	20.34513309	25.28075239
1084	20.33905339	25.27326539
1085	20.33623323	25.26882663
1086	20.33061857	25.26314358
1087	20.32940401	25.26169028
1088	20.32735906	25.25971814
1089	20.31998382	25.24980418
1090	20.3174922	25.24746071
1091	20.31022537	25.23842169
1092	20.30749083	25.23483743
1093	20.30397368	25.23091108
1094	20.30163341	25.22793234
1095	20.29722352	25.22159292
1096	20.29374325	25.21693626
1097	20.29118068	25.21387981
1098	20.287263	25.20863744
1099	20.28400975	25.20403462
1100	20.2775749	25.19635938
1101	20.2724589	25.18916043
1102	20.26927512	25.18524268
1103	20.26419978	25.17982311
1104	20.26067875	25.17660687
1105	20.25442844	25.17042823
1106	20.25329657	25.16972104
1107	20.2520279	25.16830848
1108	20.24756642	25.16215592
1109	20.24153126	25.15504853
1110	20.23608319	25.14689458
1111	20.23188211	25.14073956
1112	20.22757723	25.13601158
1113	20.22339979	25.13148448
1114	20.21648289	25.12408192
1115	20.21396652	25.1215283
1116	20.20805671	25.11607522
1117	20.20357434	25.11102691
1118	20.19951827	25.10668192
1119	20.19522074	25.10107461
1120	20.18930182	25.09426316
1121	20.18556298	25.08995524
1122	20.17974273	25.08367229
1123	20.17517085	25.07843885
1124	20.16907583	25.07101269
1125	20.16754042	25.06926978
1126	20.16494602	25.06629511
1127	20.16131115	25.06148012
1128	20.15851185	25.05912506
1129	20.15372687	25.05361422
1130	20.14949144	25.04897878
1131	20.1445096	25.04276118
1132	20.13828886	25.03539237
1133	20.1348406	25.03153419
1134	20.13073208	25.02702734
1135	20.12436543	25.01980878
1136	20.1202831	25.01561288
1137	20.11298412	25.00636571
1138	20.10806954	25.00080019
1139	20.09958801	24.99131492
1140	20.09556942	24.9869996
1141	20.0908415	24.98263597
1142	20.08863172	24.9802429
1143	20.08477811	24.9761618
1144	20.08238872	24.97290279
1145	20.07992627	24.96999572
1146	20.07603616	24.96621127
1147	20.07126811	24.95915251
1148	20.06549049	24.95286341
1149	20.06140863	24.94845121
1150	20.0581116	24.94453684
1151	20.05535547	24.94213244
1152	20.05250104	24.93922107
1153	20.04723834	24.93231484
1154	20.04195266	24.92602914
1155	20.03851647	24.92034617
1156	20.03694291	24.91727177
1157	20.03108584	24.91017792
1158	20.02605384	24.9040608
1159	20.02436203	24.90205289
1160	20.01809689	24.89470378
1161	20.01185184	24.88831638
1162	20.00813986	24.88341339
1163	20.00548219	24.88013994
1164	20.00080482	24.8739044
1165	19.99830727	24.87073471
1166	19.99620015	24.86823693
1167	19.99372005	24.8653863
1168	19.99032642	24.86224887
1169	19.98754306	24.8593744
1170	19.97749045	24.84989735
1171	19.97005592	24.84141072
1172	19.96442131	24.83477934
1173	19.95892904	24.82807848
1174	19.95778603	24.82684001
1175	19.95152412	24.81898217
1176	19.94816442	24.81488084
1177	19.94269472	24.80836137
1178	19.93596839	24.80267939
1179	19.92897034	24.79367359
1180	19.92735922	24.79219699
1181	19.92386744	24.78954478
1182	19.92354653	24.78898117
1183	19.91949196	24.78408513
1184	19.91737704	24.78098831
1185	19.91474249	24.77696483
1186	19.90965947	24.76999907
1187	19.90523159	24.76443383
1188	19.90387732	24.76288603
1189	19.89604335	24.75473994
1190	19.89568666	24.75431071
1191	19.89182646	24.75126075
1192	19.88983978	24.74936852
1193	19.88461074	24.74409296
1194	19.88306768	24.74197557
1195	19.88233844	24.74126261
1196	19.87795678	24.73666454
1197	19.87489247	24.7329303
1198	19.87206903	24.73050133
1199	19.86652294	24.7245144
1200	19.86133458	24.71868357
1201	19.85975448	24.71672963
1202	19.85574433	24.71327339
1203	19.85462314	24.71134038
1204	19.8497668	24.70525017
1205	19.84805134	24.70293725
1206	19.84649819	24.70160968
1207	19.83938079	24.6941552
1208	19.83503738	24.68994901
1209	19.8309	24.68498872
1210	19.82852919	24.68275363
1211	19.82634976	24.67999063
1212	19.82324575	24.67727161
1213	19.82010646	24.67484738
1214	19.8138558	24.66899014
1215	19.80838207	24.66248247
1216	19.80790312	24.66187232
1217	19.80507205	24.65916116
1218	19.8002838	24.65394533
1219	19.79771129	24.65063641
1220	19.79167161	24.64421789
1221	19.78972136	24.64263096
1222	19.78721686	24.64070615
1223	19.78574704	24.63912522
1224	19.78308171	24.63599487
1225	19.78014199	24.63318772
1226	19.7779424	24.6300913
1227	19.77218147	24.62282844
1228	19.76960536	24.61962073
1229	19.76424886	24.61359037
1230	19.76148069	24.61021965
1231	19.75802289	24.60610023
1232	19.75310423	24.6003645
1233	19.74741361	24.59482117
1234	19.74315187	24.59092806
1235	19.74190487	24.58936533
1236	19.74053602	24.58798553
1237	19.73573212	24.58130975
1238	19.73304847	24.57851051
1239	19.72555784	24.56941488
1240	19.72175608	24.56525409
1241	19.71922218	24.5617399
1242	19.71639679	24.55792482
1243	19.71277615	24.55374767
1244	19.70503306	24.54418023
1245	19.70416819	24.54333272
1246	19.70199121	24.54174187
1247	19.69595686	24.53568003
1248	19.69292081	24.5327673
1249	19.68468882	24.52270611
1250	19.68009959	24.51727024
1251	19.67486291	24.5120117
1252	19.6719407	24.50862839
1253	19.66566907	24.50160521
1254	19.66176854	24.4973448
1255	19.65499025	24.48991855
1256	19.65199	24.4868226
1257	19.65077459	24.48634383
1258	19.64800762	24.48375706
1259	19.64608603	24.48174512
1260	19.64246374	24.4787907
1261	19.63983643	24.47611103
1262	19.63840293	24.47456709
1263	19.6363049	24.47279041
1264	19.63230277	24.46814077
1265	19.62711892	24.46186995
1266	19.62553728	24.46041521
1267	19.62496471	24.45942893
1268	19.62375599	24.45776288
1269	19.62042324	24.45376171
1270	19.61677449	24.45046023
1271	19.61411134	24.44600854
1272	19.6091699	24.44111155
1273	19.60515477	24.43727465
1274	19.60322668	24.43507249
1275	19.60059213	24.43286032
1276	19.59730445	24.42979281
1277	19.59590269	24.42850204
1278	19.59377929	24.42577952
1279	19.58871911	24.42053089
1280	19.58122177	24.4114676
1281	19.57783726	24.40725224
1282	19.57390801	24.40235255
1283	19.57182067	24.39906132
1284	19.5669848	24.39521995
1285	19.56522908	24.39253508
1286	19.56409448	24.39048536
1287	19.55898164	24.38632184
1288	19.55553405	24.38314569
1289	19.54996177	24.37766397
1290	19.54361929	24.37187787
1291	19.54222133	24.37021115
1292	19.54083681	24.36838189
1293	19.53648471	24.3644083
1294	19.53008846	24.35820235
1295	19.52600022	24.35451231
1296	19.52271479	24.35076716
1297	19.52025776	24.34860838
1298	19.51796346	24.34606637
1299	19.51388826	24.34087581
1300	19.5110204	24.33775344
1301	19.50949452	24.3354735
1302	19.50626466	24.33020103
1303	19.50290568	24.32746014
1304	19.50044789	24.3236659
1305	19.49778572	24.31993832
1306	19.49574135	24.31788294
1307	19.49380625	24.31556131
1308	19.49156121	24.31283147
1309	19.49055571	24.31038241
1310	19.48616297	24.30534293
1311	19.48266204	24.30295297
1312	19.48129736	24.30141019
1313	19.47410102	24.29255668
1314	19.47086543	24.289811
1315	19.46979916	24.288327
1316	19.46604647	24.28455794
1317	19.46184434	24.27908796
1318	19.45988141	24.27708575
1319	19.45661447	24.27278007
1320	19.45125813	24.26824258
1321	19.45002239	24.26690814
1322	19.44761793	24.26421622
1323	19.44529818	24.26181719
1324	19.43659612	24.25128724
1325	19.43318982	24.24761513
1326	19.42713329	24.24070101
1327	19.42463756	24.23731426
1328	19.42379442	24.23644209
1329	19.42182488	24.23356162
1330	19.41570522	24.22738958
1331	19.40465079	24.21430679
1332	19.40142073	24.20969116
1333	19.40023887	24.20863346
1334	19.39536177	24.20270786
1335	19.39203073	24.1993015
1336	19.38595007	24.1915572
1337	19.3839022	24.18882696
1338	19.38282165	24.18716404
1339	19.37675349	24.18051679
1340	19.37267241	24.17661669
1341	19.36761986	24.17147789
1342	19.36498269	24.16890987
1343	19.36203835	24.16662858
1344	19.35377201	24.15520954
1345	19.35098572	24.15203191
1346	19.34946357	24.14996131
1347	19.34750048	24.14790474
1348	19.34600164	24.14507366
1349	19.343053	24.14118823
1350	19.33869391	24.13496852
1351	19.33508654	24.13202382
1352	19.33105493	24.12649795
1353	19.32830162	24.12343735
1354	19.32675	24.12177866
1355	19.31642194	24.11061785
1356	19.30901141	24.10170157
1357	19.30739073	24.10029307
1358	19.30222149	24.09445559
1359	19.29886388	24.09007726
1360	19.29543402	24.08592359
1361	19.29272813	24.08230056
1362	19.28811529	24.07668949
1363	19.28485583	24.07335127
1364	19.27929139	24.06835712
1365	19.27850747	24.06731951
1366	19.27562205	24.06539499
1367	19.27282588	24.06256717
1368	19.2718013	24.06116565
1369	19.26746368	24.05736022
1370	19.264954	24.05363674
1371	19.25734886	24.045734
1372	19.2545167	24.04314523
1373	19.25417584	24.04274331
1374	19.25078268	24.03925542
1375	19.24777935	24.03421672
1376	19.24350427	24.0298917
1377	19.23962256	24.02528375
1378	19.23709789	24.0228263
1379	19.23214034	24.01751208
1380	19.22494294	24.00849682
1381	19.22107666	24.00497023
1382	19.21805026	24.00168843
1383	19.21476661	23.99667043
1384	19.20940118	23.99098471
1385	19.20390764	23.98400563
1386	19.201212	23.98063963
1387	19.19553988	23.97423838
1388	19.18841879	23.96687213
1389	19.18593646	23.96468919
1390	19.18518153	23.96319827
1391	19.18196379	23.95936206
1392	19.17980516	23.95697646
1393	19.17328846	23.94991924
1394	19.17289387	23.94918152
1395	19.16929444	23.94527939
1396	19.16425562	23.93997688
1397	19.16182344	23.93693872
1398	19.16016936	23.93522561
1399	19.15813878	23.9328438
1400	19.157099	23.9321927
1401	19.15461295	23.92984392
1402	19.1526251	23.92824216
1403	19.14772578	23.9235131
1404	19.14369736	23.9191062
1405	19.14272224	23.91790635
1406	19.13974913	23.91326069
1407	19.13710279	23.91000136
1408	19.1351519	23.90793983
1409	19.13353808	23.90648851
1410	19.1307775	23.90410099
1411	19.12366837	23.89762688
1412	19.12211341	23.89644011
1413	19.11692327	23.89083075
1414	19.11195566	23.88356094
1415	19.10803071	23.87805002
1416	19.10513099	23.87492578
1417	19.10252747	23.87181374
1418	19.09275667	23.86071612
1419	19.0866705	23.85295021
1420	19.08313793	23.8502441
1421	19.08190904	23.84953295
1422	19.0780009	23.84513469
1423	19.07143557	23.83895516
1424	19.06722575	23.83495387
1425	19.06187553	23.82825068
1426	19.05557383	23.81845238
1427	19.05314144	23.81670821
1428	19.04745118	23.81077009
1429	19.04352361	23.80695903
1430	19.04100822	23.80468748
1431	19.04006942	23.80427917
1432	19.03670527	23.80067373
1433	19.03451147	23.79792513
1434	19.02566494	23.78493453
1435	19.02257284	23.78122699
1436	19.02009456	23.77913447
1437	19.01816433	23.77671295
1438	19.01085492	23.76831532
1439	19.00666795	23.76238666
1440	19.00379785	23.75969724
1441	18.99810726	23.75425187
1442	18.99733972	23.75258685
1443	18.99389927	23.74796695
1444	18.99204496	23.74644072
1445	18.98713997	23.74097401
1446	18.98599165	23.73964371
1447	18.98085172	23.73187738
1448	18.97898824	23.72925063
1449	18.97271082	23.72088783
1450	18.9706402	23.71878357
1451	18.96647375	23.71415037
1452	18.96197891	23.70912217
1453	18.96124841	23.70787702
1454	18.95888033	23.70533964
1455	18.95665045	23.70350953
1456	18.95109581	23.69581919
1457	18.94639765	23.6904198
1458	18.94121768	23.68503119
1459	18.93520561	23.67791019
1460	18.93471004	23.67703386
1461	18.93447746	23.67685983
1462	18.9277864	23.67043347
1463	18.92598532	23.66825963
1464	18.91859105	23.66018343
1465	18.9155483	23.65707822
1466	18.91318273	23.6538418
1467	18.90845831	23.65011042
1468	18.90661922	23.64831807
1469	18.90319514	23.64468572
1470	18.90265123	23.64431537
1471	18.89898894	23.63971527
1472	18.89699895	23.63610603
1473	18.89463548	23.63349461
1474	18.89192184	23.63035569
1475	18.89157983	23.62966845
1476	18.88822989	23.6257321
1477	18.87966196	23.61657035
1478	18.87637454	23.61234312
1479	18.87580087	23.61126231
1480	18.87086904	23.60672789
1481	18.86594327	23.60139202
1482	18.86027128	23.59494463
1483	18.8573232	23.59006803
1484	18.8524156	23.58382089
1485	18.85012878	23.58055267
1486	18.84598081	23.57573745
1487	18.84003593	23.56650818
1488	18.83335918	23.55910381
1489	18.82733783	23.55377164
1490	18.82612861	23.5527463
1491	18.8221148	23.54666846
1492	18.81631679	23.54018534
1493	18.81536929	23.53898931
1494	18.81024649	23.53011595
1495	18.80630323	23.52438629
1496	18.80605191	23.52359566
1497	18.80335975	23.52048237
1498	18.80004975	23.5169418
1499	18.79446006	23.51128784
1500	18.79358535	23.51004018
1501	18.78569173	23.49906645
1502	18.78395313	23.49708249
1503	18.78134831	23.49443822
1504	18.77808417	23.48924534
1505	18.77656982	23.48765235
1506	18.77248734	23.4832256
1507	18.77062928	23.48081706
1508	18.76864804	23.47878299
1509	18.76303782	23.47294251
1510	18.75458645	23.4636488
1511	18.75215008	23.46140717
1512	18.75065651	23.46064709
1513	18.74946508	23.45966
1514	18.74657582	23.45728163
1515	18.74428598	23.4544201
1516	18.73947428	23.45027748
1517	18.73665716	23.44791234
1518	18.73347401	23.44546325
1519	18.73218449	23.44408597
1520	18.7279226	23.4390729
1521	18.72587084	23.43735185
1522	18.72286155	23.43305498
1523	18.71957251	23.42901319
1524	18.71541171	23.42490166
1525	18.71381482	23.42333927
1526	18.71092009	23.42117348
1527	18.70485315	23.41531421
1528	18.70252134	23.41095947
1529	18.69702783	23.40364746
1530	18.69448979	23.40075781
1531	18.69224477	23.39708701
1532	18.69002556	23.39464049
1533	18.68897736	23.39316587
1534	18.68777217	23.3921438
1535	18.68341811	23.38623923
1536	18.67850926	23.38005775
1537	18.67292914	23.37401167
1538	18.66752495	23.36907123
1539	18.66504231	23.36611452
1540	18.66244382	23.36319804
1541	18.65844266	23.35724298
1542	18.65607699	23.35467795
1543	18.65329058	23.35120217
1544	18.64956086	23.34707922
1545	18.64336884	23.34148529
1546	18.63430123	23.33154699
1547	18.63240022	23.32941178
1548	18.62719835	23.32354004
1549	18.62640968	23.3225197
1550	18.62048506	23.31460317
1551	18.62015103	23.31439419
1552	18.61835702	23.31274903
1553	18.61671095	23.31084531
1554	18.61569531	23.30965995
1555	18.61182496	23.3049561
1556	18.6114716	23.30418461
1557	18.60899762	23.30179201
1558	18.60487788	23.29771048
1559	18.60057948	23.2940197
1560	18.59741177	23.29051908
1561	18.59276492	23.28504778
1562	18.59041102	23.28261493
1563	18.58726884	23.28001622
1564	18.57914771	23.27066421
1565	18.57554863	23.26471709
1566	18.56865948	23.25682576
1567	18.56423707	23.25146908
1568	18.56068988	23.24846761
1569	18.55825298	23.24628602
1570	18.55488802	23.2434047
1571	18.55249356	23.24063316
1572	18.5494393	23.23754574
1573	18.54756346	23.2353776
1574	18.54414823	23.23084931
1575	18.54053347	23.22690002
1576	18.53814153	23.224
1577	18.53440515	23.21969308
1578	18.53212149	23.21720271
1579	18.52930527	23.2131885
1580	18.52691821	23.21089764
1581	18.52417967	23.20769723
